peer_group_id,description
PG_3871,"Income: $279,700 - $414,900, Age: 17 - 33, State: NH, Goal: Debt Repayment"
PG_3872,"Income: $279,700 - $414,900, Age: 17 - 33, State: NH, Goal: Retirement"
PG_3873,"Income: $279,700 - $414,900, Age: 17 - 33, State: NH, Goal: Emergency Fund Building"
PG_3874,"Income: $279,700 - $414,900, Age: 17 - 33, State: NH, Goal: Travel"
PG_3875,"Income: $279,700 - $414,900, Age: 17 - 33, State: NH, Goal: Home Purchase"
PG_3876,"Income: $279,700 - $414,900, Age: 17 - 33, State: NH, Goal: Investment Growth"
PG_3877,"Income: $279,700 - $414,900, Age: 17 - 33, State: NH, Goal: Education Funding (Child/Self)"
PG_3878,"Income: $279,700 - $414,900, Age: 17 - 33, State: NH, Goal: Healthcare Savings"
PG_3879,"Income: $279,700 - $414,900, Age: 17 - 33, State: NH, Goal: Early Financial Freedom/FIRE"
PG_3880,"Income: $279,700 - $414,900, Age: 17 - 33, State: NH, Goal: Other"
PG_3881,"Income: $279,700 - $414,900, Age: 17 - 33, State: IL, Goal: Debt Repayment"
PG_3882,"Income: $279,700 - $414,900, Age: 17 - 33, State: IL, Goal: Retirement"
PG_3883,"Income: $279,700 - $414,900, Age: 17 - 33, State: IL, Goal: Emergency Fund Building"
PG_3884,"Income: $279,700 - $414,900, Age: 17 - 33, State: IL, Goal: Travel"
PG_3885,"Income: $279,700 - $414,900, Age: 17 - 33, State: IL, Goal: Home Purchase"
PG_3886,"Income: $279,700 - $414,900, Age: 17 - 33, State: IL, Goal: Investment Growth"
PG_3887,"Income: $279,700 - $414,900, Age: 17 - 33, State: IL, Goal: Education Funding (Child/Self)"
PG_3888,"Income: $279,700 - $414,900, Age: 17 - 33, State: IL, Goal: Healthcare Savings"
PG_3889,"Income: $279,700 - $414,900, Age: 17 - 33, State: IL, Goal: Early Financial Freedom/FIRE"
PG_3890,"Income: $279,700 - $414,900, Age: 17 - 33, State: IL, Goal: Other"
PG_3891,"Income: $279,700 - $414,900, Age: 17 - 33, State: WY, Goal: Debt Repayment"
PG_3892,"Income: $279,700 - $414,900, Age: 17 - 33, State: WY, Goal: Retirement"
PG_3893,"Income: $279,700 - $414,900, Age: 17 - 33, State: WY, Goal: Emergency Fund Building"
PG_3894,"Income: $279,700 - $414,900, Age: 17 - 33, State: WY, Goal: Travel"
PG_3895,"Income: $279,700 - $414,900, Age: 17 - 33, State: WY, Goal: Home Purchase"
PG_3896,"Income: $279,700 - $414,900, Age: 17 - 33, State: WY, Goal: Investment Growth"
PG_3897,"Income: $279,700 - $414,900, Age: 17 - 33, State: WY, Goal: Education Funding (Child/Self)"
PG_3898,"Income: $279,700 - $414,900, Age: 17 - 33, State: WY, Goal: Healthcare Savings"
PG_3899,"Income: $279,700 - $414,900, Age: 17 - 33, State: WY, Goal: Early Financial Freedom/FIRE"
PG_3900,"Income: $279,700 - $414,900, Age: 17 - 33, State: WY, Goal: Other"
PG_3901,"Income: $279,700 - $414,900, Age: 17 - 33, State: CT, Goal: Debt Repayment"
PG_3902,"Income: $279,700 - $414,900, Age: 17 - 33, State: CT, Goal: Retirement"
PG_3903,"Income: $279,700 - $414,900, Age: 17 - 33, State: CT, Goal: Emergency Fund Building"
PG_3904,"Income: $279,700 - $414,900, Age: 17 - 33, State: CT, Goal: Travel"
PG_3905,"Income: $279,700 - $414,900, Age: 17 - 33, State: CT, Goal: Home Purchase"
PG_3906,"Income: $279,700 - $414,900, Age: 17 - 33, State: CT, Goal: Investment Growth"
PG_3907,"Income: $279,700 - $414,900, Age: 17 - 33, State: CT, Goal: Education Funding (Child/Self)"
PG_3908,"Income: $279,700 - $414,900, Age: 17 - 33, State: CT, Goal: Healthcare Savings"
PG_3909,"Income: $279,700 - $414,900, Age: 17 - 33, State: CT, Goal: Early Financial Freedom/FIRE"
PG_3910,"Income: $279,700 - $414,900, Age: 17 - 33, State: CT, Goal: Other"
PG_3911,"Income: $279,700 - $414,900, Age: 17 - 33, State: MO, Goal: Debt Repayment"
PG_3912,"Income: $279,700 - $414,900, Age: 17 - 33, State: MO, Goal: Retirement"
PG_3913,"Income: $279,700 - $414,900, Age: 17 - 33, State: MO, Goal: Emergency Fund Building"
PG_3914,"Income: $279,700 - $414,900, Age: 17 - 33, State: MO, Goal: Travel"
PG_3915,"Income: $279,700 - $414,900, Age: 17 - 33, State: MO, Goal: Home Purchase"
PG_3916,"Income: $279,700 - $414,900, Age: 17 - 33, State: MO, Goal: Investment Growth"
PG_3917,"Income: $279,700 - $414,900, Age: 17 - 33, State: MO, Goal: Education Funding (Child/Self)"
PG_3918,"Income: $279,700 - $414,900, Age: 17 - 33, State: MO, Goal: Healthcare Savings"
PG_3919,"Income: $279,700 - $414,900, Age: 17 - 33, State: MO, Goal: Early Financial Freedom/FIRE"
PG_3920,"Income: $279,700 - $414,900, Age: 17 - 33, State: MO, Goal: Other"
PG_3921,"Income: $279,700 - $414,900, Age: 17 - 33, State: TX, Goal: Debt Repayment"
PG_3922,"Income: $279,700 - $414,900, Age: 17 - 33, State: TX, Goal: Retirement"
PG_3923,"Income: $279,700 - $414,900, Age: 17 - 33, State: TX, Goal: Emergency Fund Building"
PG_3924,"Income: $279,700 - $414,900, Age: 17 - 33, State: TX, Goal: Travel"
PG_3925,"Income: $279,700 - $414,900, Age: 17 - 33, State: TX, Goal: Home Purchase"
PG_3926,"Income: $279,700 - $414,900, Age: 17 - 33, State: TX, Goal: Investment Growth"
PG_3927,"Income: $279,700 - $414,900, Age: 17 - 33, State: TX, Goal: Education Funding (Child/Self)"
PG_3928,"Income: $279,700 - $414,900, Age: 17 - 33, State: TX, Goal: Healthcare Savings"
PG_3929,"Income: $279,700 - $414,900, Age: 17 - 33, State: TX, Goal: Early Financial Freedom/FIRE"
PG_3930,"Income: $279,700 - $414,900, Age: 17 - 33, State: TX, Goal: Other"
PG_3931,"Income: $279,700 - $414,900, Age: 17 - 33, State: NJ, Goal: Debt Repayment"
PG_3932,"Income: $279,700 - $414,900, Age: 17 - 33, State: NJ, Goal: Retirement"
PG_3933,"Income: $279,700 - $414,900, Age: 17 - 33, State: NJ, Goal: Emergency Fund Building"
PG_3934,"Income: $279,700 - $414,900, Age: 17 - 33, State: NJ, Goal: Travel"
PG_3935,"Income: $279,700 - $414,900, Age: 17 - 33, State: NJ, Goal: Home Purchase"
PG_3936,"Income: $279,700 - $414,900, Age: 17 - 33, State: NJ, Goal: Investment Growth"
PG_3937,"Income: $279,700 - $414,900, Age: 17 - 33, State: NJ, Goal: Education Funding (Child/Self)"
PG_3938,"Income: $279,700 - $414,900, Age: 17 - 33, State: NJ, Goal: Healthcare Savings"
PG_3939,"Income: $279,700 - $414,900, Age: 17 - 33, State: NJ, Goal: Early Financial Freedom/FIRE"
PG_3940,"Income: $279,700 - $414,900, Age: 17 - 33, State: NJ, Goal: Other"
PG_3941,"Income: $279,700 - $414,900, Age: 17 - 33, State: RI, Goal: Debt Repayment"
PG_3942,"Income: $279,700 - $414,900, Age: 17 - 33, State: RI, Goal: Retirement"
PG_3943,"Income: $279,700 - $414,900, Age: 17 - 33, State: RI, Goal: Emergency Fund Building"
PG_3944,"Income: $279,700 - $414,900, Age: 17 - 33, State: RI, Goal: Travel"
PG_3945,"Income: $279,700 - $414,900, Age: 17 - 33, State: RI, Goal: Home Purchase"
PG_3946,"Income: $279,700 - $414,900, Age: 17 - 33, State: RI, Goal: Investment Growth"
PG_3947,"Income: $279,700 - $414,900, Age: 17 - 33, State: RI, Goal: Education Funding (Child/Self)"
PG_3948,"Income: $279,700 - $414,900, Age: 17 - 33, State: RI, Goal: Healthcare Savings"
PG_3949,"Income: $279,700 - $414,900, Age: 17 - 33, State: RI, Goal: Early Financial Freedom/FIRE"
PG_3950,"Income: $279,700 - $414,900, Age: 17 - 33, State: RI, Goal: Other"
PG_3951,"Income: $279,700 - $414,900, Age: 17 - 33, State: NV, Goal: Debt Repayment"
PG_3952,"Income: $279,700 - $414,900, Age: 17 - 33, State: NV, Goal: Retirement"
PG_3953,"Income: $279,700 - $414,900, Age: 17 - 33, State: NV, Goal: Emergency Fund Building"
PG_3954,"Income: $279,700 - $414,900, Age: 17 - 33, State: NV, Goal: Travel"
PG_3955,"Income: $279,700 - $414,900, Age: 17 - 33, State: NV, Goal: Home Purchase"
PG_3956,"Income: $279,700 - $414,900, Age: 17 - 33, State: NV, Goal: Investment Growth"
PG_3957,"Income: $279,700 - $414,900, Age: 17 - 33, State: NV, Goal: Education Funding (Child/Self)"
PG_3958,"Income: $279,700 - $414,900, Age: 17 - 33, State: NV, Goal: Healthcare Savings"
PG_3959,"Income: $279,700 - $414,900, Age: 17 - 33, State: NV, Goal: Early Financial Freedom/FIRE"
PG_3960,"Income: $279,700 - $414,900, Age: 17 - 33, State: NV, Goal: Other"
PG_3961,"Income: $279,700 - $414,900, Age: 17 - 33, State: GA, Goal: Debt Repayment"
PG_3962,"Income: $279,700 - $414,900, Age: 17 - 33, State: GA, Goal: Retirement"
PG_3963,"Income: $279,700 - $414,900, Age: 17 - 33, State: GA, Goal: Emergency Fund Building"
PG_3964,"Income: $279,700 - $414,900, Age: 17 - 33, State: GA, Goal: Travel"
PG_3965,"Income: $279,700 - $414,900, Age: 17 - 33, State: GA, Goal: Home Purchase"
PG_3966,"Income: $279,700 - $414,900, Age: 17 - 33, State: GA, Goal: Investment Growth"
PG_3967,"Income: $279,700 - $414,900, Age: 17 - 33, State: GA, Goal: Education Funding (Child/Self)"
PG_3968,"Income: $279,700 - $414,900, Age: 17 - 33, State: GA, Goal: Healthcare Savings"
PG_3969,"Income: $279,700 - $414,900, Age: 17 - 33, State: GA, Goal: Early Financial Freedom/FIRE"
PG_3970,"Income: $279,700 - $414,900, Age: 17 - 33, State: GA, Goal: Other"
PG_3971,"Income: $279,700 - $414,900, Age: 17 - 33, State: VI, Goal: Debt Repayment"
PG_3972,"Income: $279,700 - $414,900, Age: 17 - 33, State: VI, Goal: Retirement"
PG_3973,"Income: $279,700 - $414,900, Age: 17 - 33, State: VI, Goal: Emergency Fund Building"
PG_3974,"Income: $279,700 - $414,900, Age: 17 - 33, State: VI, Goal: Travel"
PG_3975,"Income: $279,700 - $414,900, Age: 17 - 33, State: VI, Goal: Home Purchase"
PG_3976,"Income: $279,700 - $414,900, Age: 17 - 33, State: VI, Goal: Investment Growth"
PG_3977,"Income: $279,700 - $414,900, Age: 17 - 33, State: VI, Goal: Education Funding (Child/Self)"
PG_3978,"Income: $279,700 - $414,900, Age: 17 - 33, State: VI, Goal: Healthcare Savings"
PG_3979,"Income: $279,700 - $414,900, Age: 17 - 33, State: VI, Goal: Early Financial Freedom/FIRE"
PG_3980,"Income: $279,700 - $414,900, Age: 17 - 33, State: VI, Goal: Other"
PG_3981,"Income: $279,700 - $414,900, Age: 17 - 33, State: PR, Goal: Debt Repayment"
PG_3982,"Income: $279,700 - $414,900, Age: 17 - 33, State: PR, Goal: Retirement"
PG_3983,"Income: $279,700 - $414,900, Age: 17 - 33, State: PR, Goal: Emergency Fund Building"
PG_3984,"Income: $279,700 - $414,900, Age: 17 - 33, State: PR, Goal: Travel"
PG_3985,"Income: $279,700 - $414,900, Age: 17 - 33, State: PR, Goal: Home Purchase"
PG_3986,"Income: $279,700 - $414,900, Age: 17 - 33, State: PR, Goal: Investment Growth"
PG_3987,"Income: $279,700 - $414,900, Age: 17 - 33, State: PR, Goal: Education Funding (Child/Self)"
PG_3988,"Income: $279,700 - $414,900, Age: 17 - 33, State: PR, Goal: Healthcare Savings"
PG_3989,"Income: $279,700 - $414,900, Age: 17 - 33, State: PR, Goal: Early Financial Freedom/FIRE"
PG_3990,"Income: $279,700 - $414,900, Age: 17 - 33, State: PR, Goal: Other"
PG_3991,"Income: $279,700 - $414,900, Age: 17 - 33, State: MP, Goal: Debt Repayment"
PG_3992,"Income: $279,700 - $414,900, Age: 17 - 33, State: MP, Goal: Retirement"
PG_3993,"Income: $279,700 - $414,900, Age: 17 - 33, State: MP, Goal: Emergency Fund Building"
PG_3994,"Income: $279,700 - $414,900, Age: 17 - 33, State: MP, Goal: Travel"
PG_3995,"Income: $279,700 - $414,900, Age: 17 - 33, State: MP, Goal: Home Purchase"
PG_3996,"Income: $279,700 - $414,900, Age: 17 - 33, State: MP, Goal: Investment Growth"
PG_3997,"Income: $279,700 - $414,900, Age: 17 - 33, State: MP, Goal: Education Funding (Child/Self)"
PG_3998,"Income: $279,700 - $414,900, Age: 17 - 33, State: MP, Goal: Healthcare Savings"
PG_3999,"Income: $279,700 - $414,900, Age: 17 - 33, State: MP, Goal: Early Financial Freedom/FIRE"
PG_4000,"Income: $279,700 - $414,900, Age: 17 - 33, State: MP, Goal: Other"
PG_4001,"Income: $279,700 - $414,900, Age: 17 - 33, State: OR, Goal: Debt Repayment"
PG_4002,"Income: $279,700 - $414,900, Age: 17 - 33, State: OR, Goal: Retirement"
PG_4003,"Income: $279,700 - $414,900, Age: 17 - 33, State: OR, Goal: Emergency Fund Building"
PG_4004,"Income: $279,700 - $414,900, Age: 17 - 33, State: OR, Goal: Travel"
PG_4005,"Income: $279,700 - $414,900, Age: 17 - 33, State: OR, Goal: Home Purchase"
PG_4006,"Income: $279,700 - $414,900, Age: 17 - 33, State: OR, Goal: Investment Growth"
PG_4007,"Income: $279,700 - $414,900, Age: 17 - 33, State: OR, Goal: Education Funding (Child/Self)"
PG_4008,"Income: $279,700 - $414,900, Age: 17 - 33, State: OR, Goal: Healthcare Savings"
PG_4009,"Income: $279,700 - $414,900, Age: 17 - 33, State: OR, Goal: Early Financial Freedom/FIRE"
PG_4010,"Income: $279,700 - $414,900, Age: 17 - 33, State: OR, Goal: Other"
PG_4011,"Income: $279,700 - $414,900, Age: 17 - 33, State: LA, Goal: Debt Repayment"
PG_4012,"Income: $279,700 - $414,900, Age: 17 - 33, State: LA, Goal: Retirement"
PG_4013,"Income: $279,700 - $414,900, Age: 17 - 33, State: LA, Goal: Emergency Fund Building"
PG_4014,"Income: $279,700 - $414,900, Age: 17 - 33, State: LA, Goal: Travel"
PG_4015,"Income: $279,700 - $414,900, Age: 17 - 33, State: LA, Goal: Home Purchase"
PG_4016,"Income: $279,700 - $414,900, Age: 17 - 33, State: LA, Goal: Investment Growth"
PG_4017,"Income: $279,700 - $414,900, Age: 17 - 33, State: LA, Goal: Education Funding (Child/Self)"
PG_4018,"Income: $279,700 - $414,900, Age: 17 - 33, State: LA, Goal: Healthcare Savings"
PG_4019,"Income: $279,700 - $414,900, Age: 17 - 33, State: LA, Goal: Early Financial Freedom/FIRE"
PG_4020,"Income: $279,700 - $414,900, Age: 17 - 33, State: LA, Goal: Other"
PG_4021,"Income: $279,700 - $414,900, Age: 17 - 33, State: CA, Goal: Debt Repayment"
PG_4022,"Income: $279,700 - $414,900, Age: 17 - 33, State: CA, Goal: Retirement"
PG_4023,"Income: $279,700 - $414,900, Age: 17 - 33, State: CA, Goal: Emergency Fund Building"
PG_4024,"Income: $279,700 - $414,900, Age: 17 - 33, State: CA, Goal: Travel"
PG_4025,"Income: $279,700 - $414,900, Age: 17 - 33, State: CA, Goal: Home Purchase"
PG_4026,"Income: $279,700 - $414,900, Age: 17 - 33, State: CA, Goal: Investment Growth"
PG_4027,"Income: $279,700 - $414,900, Age: 17 - 33, State: CA, Goal: Education Funding (Child/Self)"
PG_4028,"Income: $279,700 - $414,900, Age: 17 - 33, State: CA, Goal: Healthcare Savings"
PG_4029,"Income: $279,700 - $414,900, Age: 17 - 33, State: CA, Goal: Early Financial Freedom/FIRE"
PG_4030,"Income: $279,700 - $414,900, Age: 17 - 33, State: CA, Goal: Other"
PG_4031,"Income: $279,700 - $414,900, Age: 17 - 33, State: AR, Goal: Debt Repayment"
PG_4032,"Income: $279,700 - $414,900, Age: 17 - 33, State: AR, Goal: Retirement"
PG_4033,"Income: $279,700 - $414,900, Age: 17 - 33, State: AR, Goal: Emergency Fund Building"
PG_4034,"Income: $279,700 - $414,900, Age: 17 - 33, State: AR, Goal: Travel"
PG_4035,"Income: $279,700 - $414,900, Age: 17 - 33, State: AR, Goal: Home Purchase"
PG_4036,"Income: $279,700 - $414,900, Age: 17 - 33, State: AR, Goal: Investment Growth"
PG_4037,"Income: $279,700 - $414,900, Age: 17 - 33, State: AR, Goal: Education Funding (Child/Self)"
PG_4038,"Income: $279,700 - $414,900, Age: 17 - 33, State: AR, Goal: Healthcare Savings"
PG_4039,"Income: $279,700 - $414,900, Age: 17 - 33, State: AR, Goal: Early Financial Freedom/FIRE"
PG_4040,"Income: $279,700 - $414,900, Age: 17 - 33, State: AR, Goal: Other"
PG_4041,"Income: $279,700 - $414,900, Age: 17 - 33, State: NY, Goal: Debt Repayment"
PG_4042,"Income: $279,700 - $414,900, Age: 17 - 33, State: NY, Goal: Retirement"
PG_4043,"Income: $279,700 - $414,900, Age: 17 - 33, State: NY, Goal: Emergency Fund Building"
PG_4044,"Income: $279,700 - $414,900, Age: 17 - 33, State: NY, Goal: Travel"
PG_4045,"Income: $279,700 - $414,900, Age: 17 - 33, State: NY, Goal: Home Purchase"
PG_4046,"Income: $279,700 - $414,900, Age: 17 - 33, State: NY, Goal: Investment Growth"
PG_4047,"Income: $279,700 - $414,900, Age: 17 - 33, State: NY, Goal: Education Funding (Child/Self)"
PG_4048,"Income: $279,700 - $414,900, Age: 17 - 33, State: NY, Goal: Healthcare Savings"
PG_4049,"Income: $279,700 - $414,900, Age: 17 - 33, State: NY, Goal: Early Financial Freedom/FIRE"
PG_4050,"Income: $279,700 - $414,900, Age: 17 - 33, State: NY, Goal: Other"
PG_4051,"Income: $279,700 - $414,900, Age: 17 - 33, State: IN, Goal: Debt Repayment"
PG_4052,"Income: $279,700 - $414,900, Age: 17 - 33, State: IN, Goal: Retirement"
PG_4053,"Income: $279,700 - $414,900, Age: 17 - 33, State: IN, Goal: Emergency Fund Building"
PG_4054,"Income: $279,700 - $414,900, Age: 17 - 33, State: IN, Goal: Travel"
PG_4055,"Income: $279,700 - $414,900, Age: 17 - 33, State: IN, Goal: Home Purchase"
PG_4056,"Income: $279,700 - $414,900, Age: 17 - 33, State: IN, Goal: Investment Growth"
PG_4057,"Income: $279,700 - $414,900, Age: 17 - 33, State: IN, Goal: Education Funding (Child/Self)"
PG_4058,"Income: $279,700 - $414,900, Age: 17 - 33, State: IN, Goal: Healthcare Savings"
PG_4059,"Income: $279,700 - $414,900, Age: 17 - 33, State: IN, Goal: Early Financial Freedom/FIRE"
PG_4060,"Income: $279,700 - $414,900, Age: 17 - 33, State: IN, Goal: Other"
PG_4061,"Income: $279,700 - $414,900, Age: 17 - 33, State: AK, Goal: Debt Repayment"
PG_4062,"Income: $279,700 - $414,900, Age: 17 - 33, State: AK, Goal: Retirement"
PG_4063,"Income: $279,700 - $414,900, Age: 17 - 33, State: AK, Goal: Emergency Fund Building"
PG_4064,"Income: $279,700 - $414,900, Age: 17 - 33, State: AK, Goal: Travel"
PG_4065,"Income: $279,700 - $414,900, Age: 17 - 33, State: AK, Goal: Home Purchase"
PG_4066,"Income: $279,700 - $414,900, Age: 17 - 33, State: AK, Goal: Investment Growth"
PG_4067,"Income: $279,700 - $414,900, Age: 17 - 33, State: AK, Goal: Education Funding (Child/Self)"
PG_4068,"Income: $279,700 - $414,900, Age: 17 - 33, State: AK, Goal: Healthcare Savings"
PG_4069,"Income: $279,700 - $414,900, Age: 17 - 33, State: AK, Goal: Early Financial Freedom/FIRE"
PG_4070,"Income: $279,700 - $414,900, Age: 17 - 33, State: AK, Goal: Other"
PG_4071,"Income: $279,700 - $414,900, Age: 17 - 33, State: OK, Goal: Debt Repayment"
PG_4072,"Income: $279,700 - $414,900, Age: 17 - 33, State: OK, Goal: Retirement"
PG_4073,"Income: $279,700 - $414,900, Age: 17 - 33, State: OK, Goal: Emergency Fund Building"
PG_4074,"Income: $279,700 - $414,900, Age: 17 - 33, State: OK, Goal: Travel"
PG_4075,"Income: $279,700 - $414,900, Age: 17 - 33, State: OK, Goal: Home Purchase"
PG_4076,"Income: $279,700 - $414,900, Age: 17 - 33, State: OK, Goal: Investment Growth"
PG_4077,"Income: $279,700 - $414,900, Age: 17 - 33, State: OK, Goal: Education Funding (Child/Self)"
PG_4078,"Income: $279,700 - $414,900, Age: 17 - 33, State: OK, Goal: Healthcare Savings"
PG_4079,"Income: $279,700 - $414,900, Age: 17 - 33, State: OK, Goal: Early Financial Freedom/FIRE"
PG_4080,"Income: $279,700 - $414,900, Age: 17 - 33, State: OK, Goal: Other"
PG_4081,"Income: $279,700 - $414,900, Age: 17 - 33, State: AS, Goal: Debt Repayment"
PG_4082,"Income: $279,700 - $414,900, Age: 17 - 33, State: AS, Goal: Retirement"
PG_4083,"Income: $279,700 - $414,900, Age: 17 - 33, State: AS, Goal: Emergency Fund Building"
PG_4084,"Income: $279,700 - $414,900, Age: 17 - 33, State: AS, Goal: Travel"
PG_4085,"Income: $279,700 - $414,900, Age: 17 - 33, State: AS, Goal: Home Purchase"
PG_4086,"Income: $279,700 - $414,900, Age: 17 - 33, State: AS, Goal: Investment Growth"
PG_4087,"Income: $279,700 - $414,900, Age: 17 - 33, State: AS, Goal: Education Funding (Child/Self)"
PG_4088,"Income: $279,700 - $414,900, Age: 17 - 33, State: AS, Goal: Healthcare Savings"
PG_4089,"Income: $279,700 - $414,900, Age: 17 - 33, State: AS, Goal: Early Financial Freedom/FIRE"
PG_4090,"Income: $279,700 - $414,900, Age: 17 - 33, State: AS, Goal: Other"
PG_4091,"Income: $279,700 - $414,900, Age: 17 - 33, State: AL, Goal: Debt Repayment"
PG_4092,"Income: $279,700 - $414,900, Age: 17 - 33, State: AL, Goal: Retirement"
PG_4093,"Income: $279,700 - $414,900, Age: 17 - 33, State: AL, Goal: Emergency Fund Building"
PG_4094,"Income: $279,700 - $414,900, Age: 17 - 33, State: AL, Goal: Travel"
PG_4095,"Income: $279,700 - $414,900, Age: 17 - 33, State: AL, Goal: Home Purchase"
PG_4096,"Income: $279,700 - $414,900, Age: 17 - 33, State: AL, Goal: Investment Growth"
PG_4097,"Income: $279,700 - $414,900, Age: 17 - 33, State: AL, Goal: Education Funding (Child/Self)"
PG_4098,"Income: $279,700 - $414,900, Age: 17 - 33, State: AL, Goal: Healthcare Savings"
PG_4099,"Income: $279,700 - $414,900, Age: 17 - 33, State: AL, Goal: Early Financial Freedom/FIRE"
PG_4100,"Income: $279,700 - $414,900, Age: 17 - 33, State: AL, Goal: Other"
PG_4101,"Income: $279,700 - $414,900, Age: 17 - 33, State: WI, Goal: Debt Repayment"
PG_4102,"Income: $279,700 - $414,900, Age: 17 - 33, State: WI, Goal: Retirement"
PG_4103,"Income: $279,700 - $414,900, Age: 17 - 33, State: WI, Goal: Emergency Fund Building"
PG_4104,"Income: $279,700 - $414,900, Age: 17 - 33, State: WI, Goal: Travel"
PG_4105,"Income: $279,700 - $414,900, Age: 17 - 33, State: WI, Goal: Home Purchase"
PG_4106,"Income: $279,700 - $414,900, Age: 17 - 33, State: WI, Goal: Investment Growth"
PG_4107,"Income: $279,700 - $414,900, Age: 17 - 33, State: WI, Goal: Education Funding (Child/Self)"
PG_4108,"Income: $279,700 - $414,900, Age: 17 - 33, State: WI, Goal: Healthcare Savings"
PG_4109,"Income: $279,700 - $414,900, Age: 17 - 33, State: WI, Goal: Early Financial Freedom/FIRE"
PG_4110,"Income: $279,700 - $414,900, Age: 17 - 33, State: WI, Goal: Other"
PG_4111,"Income: $279,700 - $414,900, Age: 17 - 33, State: KS, Goal: Debt Repayment"
PG_4112,"Income: $279,700 - $414,900, Age: 17 - 33, State: KS, Goal: Retirement"
PG_4113,"Income: $279,700 - $414,900, Age: 17 - 33, State: KS, Goal: Emergency Fund Building"
PG_4114,"Income: $279,700 - $414,900, Age: 17 - 33, State: KS, Goal: Travel"
PG_4115,"Income: $279,700 - $414,900, Age: 17 - 33, State: KS, Goal: Home Purchase"
PG_4116,"Income: $279,700 - $414,900, Age: 17 - 33, State: KS, Goal: Investment Growth"
PG_4117,"Income: $279,700 - $414,900, Age: 17 - 33, State: KS, Goal: Education Funding (Child/Self)"
PG_4118,"Income: $279,700 - $414,900, Age: 17 - 33, State: KS, Goal: Healthcare Savings"
PG_4119,"Income: $279,700 - $414,900, Age: 17 - 33, State: KS, Goal: Early Financial Freedom/FIRE"
PG_4120,"Income: $279,700 - $414,900, Age: 17 - 33, State: KS, Goal: Other"
PG_4121,"Income: $279,700 - $414,900, Age: 17 - 33, State: MD, Goal: Debt Repayment"
PG_4122,"Income: $279,700 - $414,900, Age: 17 - 33, State: MD, Goal: Retirement"
PG_4123,"Income: $279,700 - $414,900, Age: 17 - 33, State: MD, Goal: Emergency Fund Building"
PG_4124,"Income: $279,700 - $414,900, Age: 17 - 33, State: MD, Goal: Travel"
PG_4125,"Income: $279,700 - $414,900, Age: 17 - 33, State: MD, Goal: Home Purchase"
PG_4126,"Income: $279,700 - $414,900, Age: 17 - 33, State: MD, Goal: Investment Growth"
PG_4127,"Income: $279,700 - $414,900, Age: 17 - 33, State: MD, Goal: Education Funding (Child/Self)"
PG_4128,"Income: $279,700 - $414,900, Age: 17 - 33, State: MD, Goal: Healthcare Savings"
PG_4129,"Income: $279,700 - $414,900, Age: 17 - 33, State: MD, Goal: Early Financial Freedom/FIRE"
PG_4130,"Income: $279,700 - $414,900, Age: 17 - 33, State: MD, Goal: Other"
PG_4131,"Income: $279,700 - $414,900, Age: 33 - 48, State: HI, Goal: Debt Repayment"
PG_4132,"Income: $279,700 - $414,900, Age: 33 - 48, State: HI, Goal: Retirement"
PG_4133,"Income: $279,700 - $414,900, Age: 33 - 48, State: HI, Goal: Emergency Fund Building"
PG_4134,"Income: $279,700 - $414,900, Age: 33 - 48, State: HI, Goal: Travel"
PG_4135,"Income: $279,700 - $414,900, Age: 33 - 48, State: HI, Goal: Home Purchase"
PG_4136,"Income: $279,700 - $414,900, Age: 33 - 48, State: HI, Goal: Investment Growth"
PG_4137,"Income: $279,700 - $414,900, Age: 33 - 48, State: HI, Goal: Education Funding (Child/Self)"
PG_4138,"Income: $279,700 - $414,900, Age: 33 - 48, State: HI, Goal: Healthcare Savings"
PG_4139,"Income: $279,700 - $414,900, Age: 33 - 48, State: HI, Goal: Early Financial Freedom/FIRE"
PG_4140,"Income: $279,700 - $414,900, Age: 33 - 48, State: HI, Goal: Other"
PG_4141,"Income: $279,700 - $414,900, Age: 33 - 48, State: CO, Goal: Debt Repayment"
PG_4142,"Income: $279,700 - $414,900, Age: 33 - 48, State: CO, Goal: Retirement"
PG_4143,"Income: $279,700 - $414,900, Age: 33 - 48, State: CO, Goal: Emergency Fund Building"
PG_4144,"Income: $279,700 - $414,900, Age: 33 - 48, State: CO, Goal: Travel"
PG_4145,"Income: $279,700 - $414,900, Age: 33 - 48, State: CO, Goal: Home Purchase"
PG_4146,"Income: $279,700 - $414,900, Age: 33 - 48, State: CO, Goal: Investment Growth"
PG_4147,"Income: $279,700 - $414,900, Age: 33 - 48, State: CO, Goal: Education Funding (Child/Self)"
PG_4148,"Income: $279,700 - $414,900, Age: 33 - 48, State: CO, Goal: Healthcare Savings"
PG_4149,"Income: $279,700 - $414,900, Age: 33 - 48, State: CO, Goal: Early Financial Freedom/FIRE"
PG_4150,"Income: $279,700 - $414,900, Age: 33 - 48, State: CO, Goal: Other"
PG_4151,"Income: $279,700 - $414,900, Age: 33 - 48, State: DC, Goal: Debt Repayment"
PG_4152,"Income: $279,700 - $414,900, Age: 33 - 48, State: DC, Goal: Retirement"
PG_4153,"Income: $279,700 - $414,900, Age: 33 - 48, State: DC, Goal: Emergency Fund Building"
PG_4154,"Income: $279,700 - $414,900, Age: 33 - 48, State: DC, Goal: Travel"
